text_str,ent_phrase,ent_type,ent_start,ent_end,nlp_word,nlp_tag,nlp_type,nlp_pofs,bert_word,bert_entity,bert_score,bert_start,bert_end,is_probe,lr_is_probe,rf_is_probe,hgb_is_probe
mpa,,,,,MPA,NN,,NOUN,,,,,,False,,,
loac,,,,,LOAC,NN,,NOUN,,,,,,False,,,
insist,,,,,insist,,,VERB,,,,,,False,,,
ther,,,,,,,,,,,,,,False,,,
reticence,,,,,reticence,NN,,NOUN,,,,,,False,,,
titrated,,,,,titrated,,,VERB,,,,,,False,,,
more than 70,More than 70,CARDINAL,1433.0,1445.0,,,,,,,,,,False,,,
china,,,,,,NNP,,PROPN,,,,,,False,,,
whitt,,,,,WHITT,NNP,ORG,PROPN,,,,,,False,,,
"military medical leadership
 
","Military Medical Leadership
 
",EVENT,51041.0,51071.0,,,,,,,,,,False,,,
"j contemp
health law policy","J Contemp
Health Law Policy",PRODUCT,140963.0,140990.0,,,,,,,,,,False,,,
hardship,,,,,hardship,NN,,NOUN,,,,,,False,,,
carr,,,,,Carr,NNP,ORG,PROPN,,,,,,False,,,
motive,,,,,motive,NN,,NOUN,,,,,,False,,,
dept,,,,,Dept,,,,,,,,,False,,,
44(10,,,,,44(10,CD,,NUM,,,,,,False,,,
piece,,,,,,,,,,,,,,False,,,
collaborators,,,,,collaborators,NNS,,NOUN,,,,,,False,,,
institutions15,,,,,institutions15,NN,NORP,NOUN,,,,,,False,,,
trenton,,,,,Trenton,NNP,GPE,PROPN,,,,,,False,,,
"roles and responsibilities of the military medical officer
chapter 2
roles","Roles and Responsibilities of the Military Medical Officer
Chapter 2
ROLES",WORK_OF_ART,3.0,77.0,,,,,,,,,,False,,,
parrish,,,,,Parrish,NNP,,PROPN,,,,,,False,,,
waived,,,,,waived,,,VERB,,,,,,False,,,
bombardment,,,,,,,,,,,,,,False,,,
pmi,,,,,PMI,NNP,ORG,PROPN,,,,,,False,,,
family and community medicine,Family and Community Medicine,ORG,1020.0,1049.0,,,,,,,,,,False,,,
clinical medical ethics,Clinical Medical Ethics,ORG,44120.0,44143.0,,,,,,,,,,False,,,
the ministry of the interior,the Ministry of the Interior,ORG,70273.0,70301.0,,,,,,,,,,False,,,
s-2,,,,,S-2,,,,,,,,,False,,,
"an estimated 250,000","An estimated 250,000",CARDINAL,64591.0,64611.0,,,,,,,,,,False,,,
h7,,,,,H7,NNP,,PROPN,,,,,,False,,,
23(d,,,,,23(d,CD,,NUM,,,,,,False,,,
impinge,,,,,impinge,,,,,,,,,False,,,
pathology,,,,,,,,,,,,,,False,,,
dtpa,,,,,DTPA,NNP,,PROPN,,,,,,False,,,
uniformity,,,,,uniformity,NN,,NOUN,,,,,,False,,,
morissette,,,,,,,,,MORISSETTE,I-ORG,0.6956279873847961,331.0,341.0,False,,,
mig-27,,,,,MiG-27,NNP,GPE,PROPN,,,,,,False,,,
converting,,,,,converting,VBG,,VERB,,,,,,False,,,
geospatial,,,,,Geospatial,NNP,ORG,PROPN,,,,,,False,,,
coniglione tc,Coniglione TC,ORG,37829.0,37842.0,,,,,,,,,,False,,,
incarceration,,,,,incarceration,NN,,NOUN,,,,,,False,,,
apologetics,,,,,apologetics,NNS,,NOUN,,,,,,False,,,
second session,Second Session,GPE,74672.0,74686.0,,,,,,,,,,False,,,
"the concept of triage
triage","The Concept of Triage
Triage",ORG,46801.0,46829.0,,,,,,,,,,True,,,
manchukuo,,,,,Manchukuo,NNP,ORG,PROPN,,,,,,False,,,
immobilize,,,,,immobilize,VB,,VERB,,,,,,False,,,
http://www.ciomr.org/,,,,,http://www.ciomr.org/,VB,,VERB,,,,,,False,,,
prosthetists,,,,,prosthetists,NNS,,NOUN,,,,,,False,,,
united states army research institute of environmental medicine,United States Army Research Institute of Environmental Medicine,ORG,1508.0,1571.0,,,,,,,,,,False,,,
the california supreme court,,ORG,,,,,,,,,,,,False,,,
advertise,,,,,advertise,,,VERB,,,,,,False,,,
2008;173(3):230–235,,,,,2008;173(3):230–235,NNP,CARDINAL,PROPN,,,,,,False,,,
aspirants,,,,,aspirants,NNS,,NOUN,,,,,,False,,,
cisapride,,,,,cisapride,NN,,NOUN,,,,,,False,,,
corrupt,,,,,corrupt,JJ,,ADJ,,,,,,False,,,
chitosan,,,,,,NNP,ORG,PROPN,,,,,,False,,,
american forces information services,American Forces Information Services,ORG,14096.0,14132.0,,,,,,,,,,False,,,
regression,,,,,regression,NN,,NOUN,,,,,,False,,,
submarines,,,,,,,,,,,,,,False,,,
41:147–160,,,,,41:147–160,CD,CARDINAL,NUM,,,,,,False,,,
demographics,,,,,,,,,,,,,,False,,,
mckay,,,,,McKay,NNP,,PROPN,,,,,,False,,,
cite,,,,,cite,,,,,,,,,False,,,
embrace,,,,,embrace,,,VERB,,,,,,False,,,
melts,,,,,melts,VBZ,,VERB,,,,,,False,,,
mates,,,,,mates,NNS,,NOUN,,,,,,False,,,
80–134,,,,,80–134,NNP,,PROPN,,,,,,False,,,
new britain,New Britain,GPE,105621.0,105632.0,,,,,,,,,,False,,,
gaydos,,,,,Gaydos,NNP,,PROPN,,,,,,False,,,
secluded,,,,,secluded,JJ,,ADJ,,,,,,False,,,
1995;273:330–335,,,,,1995;273:330–335,CD,,NUM,,,,,,False,,,
vasopressor,,,,,vasopressor,NN,,NOUN,,,,,,False,,,
unit 731’s,Unit 731’s,ORG,136250.0,136260.0,,,,,,,,,,False,,,
tested,,,,,tested,,,VERB,,,,,,False,,,
imperialistic,,,,,imperialistic,JJ,,ADJ,,,,,,False,,,
"the kwantung army medical
college","the Kwantung Army Medical
College",ORG,45628.0,45661.0,,,,,,,,,,False,,,
obstructing,,,,,obstructing,,,,,,,,,False,,,
7-127,7-127,CARDINAL,674943.0,674948.0,,,,,,,,,,False,,,
"11,38,51",,,,,"11,38,51",CD,CARDINAL,NUM,,,,,,False,,,
actigraph,,,,,actigraph,PRP,,PRON,,,,,,False,,,
"51,559",,,,,"51,559",CD,CARDINAL,NUM,,,,,,False,,,
army national guard,Army National Guard,ORG,2856.0,2875.0,,,,,,,,,,False,,,
friends,,,,,,,,,,,,,,False,,,
physicians for social responsibility,Physicians for Social Responsibility,ORG,1078.0,1114.0,,,,,,,,,,False,,,
quickly,,,,,quickly,RB,,ADV,,,,,,False,,,
counterarguments,,,,,counterarguments,NNS,,NOUN,,,,,,False,,,
distinguishes,,,,,distinguishes,,,,,,,,,False,,,
learner,,,,,learner,NN,,NOUN,,,,,,False,,,
department of peace and conflict research,Department of Peace and Conflict Research,ORG,42777.0,42818.0,,,,,,,,,,False,,,
severely,,,,,,RB,,ADV,,,,,,False,,,
deport,,,,,deport,VB,,VERB,,,,,,False,,,
anaesthesia,,,,,anaesthesia,NN,GPE,NOUN,,,,,,False,,,
violations,,,,,,,,,,,,,,False,,,
faith,,,,,,,,,,,,,,False,,,
masons,,,,,masons,NNS,,NOUN,,,,,,False,,,
”37,,,,,”37,DOUBLE_PRIME,,PUNCT,,,,,,False,,,
"department of
entomology","Department of
Entomology",ORG,136261.0,136285.0,,,,,,,,,,False,,,
www.usaisr.amedd.army.mil/pdfs/poi_tccc_aar_26apr2013.pdf,,,,,www.usaisr.amedd.army.mil/pdfs/POI_TCCC_AAR_26Apr2013.pdf,NN,,NOUN,,,,,,False,,,
video,,,,,video,NN,,NOUN,,,,,,False,,,
supertracker,,,,,SuperTracker,NNP,ORG,PROPN,,,,,,False,,,
varghese,,,,,Varghese,NNP,ORG,PROPN,,,,,,False,,,
the israeli defence forces,the Israeli Defence Forces,ORG,24697.0,24723.0,,,,,,,,,,False,,,
ngo,,,,,,NNP,,PROPN,,,,,,False,,,
wide,,,,,,,,,,,,,,False,,,
callaway,,,,,Callaway,NNP,ORG,PROPN,,,,,,False,,,
voms,,,,,VOMS,NNP,,PROPN,,,,,,False,,,
roehrs ta,Roehrs TA,ORG,37926.0,37935.0,,,,,,,,,,False,,,
normalized,,,,,normalized,VBN,,VERB,,,,,,False,,,
sharing,,,,,,,,,,,,,,False,,,
7(p73,,,,,7(p73,LS,CARDINAL,X,,,,,,False,,,
fg,,,,,FG,NNP,ORG,PROPN,,,,,,False,,,
2015;113(suppl):s23–25,,,,,2015;113(Suppl):S23–25,CD,CARDINAL,NUM,,,,,,False,,,
ingest,,,,,ingest,VB,,VERB,,,,,,False,,,
21-3,21-3,CARDINAL,,,,,,,,,,,,False,,,
medications,,,,,,,,,,,,,,False,,,
ultrasonic,,,,,Ultrasonic,NNP,ORG,PROPN,,,,,,False,,,
endurance†,,,,,Endurance†,NNP,GPE,PROPN,,,,,,False,,,
worsen,,,,,worsen,,,,,,,,,False,,,
................................................................,,,,,................................................................,NFP,,PUNCT,,,,,,False,,,
ninth,,,,,Ninth,NNP,,PROPN,,,,,,False,,,
antiemetic,,,,,,JJ,,ADJ,,,,,,False,,,
2015;232:2031–2042,,,,,2015;232:2031–2042,ADD,CARDINAL,X,,,,,,False,,,
cdid,,,,,CDID,NNP,,PROPN,,,,,,False,,,
propulsion,,,,,propulsion,NN,,NOUN,,,,,,False,,,
intrainstitutional,,,,,,JJ,,ADJ,,,,,,False,,,
56%,56%,PERCENT,28503.0,28506.0,,,,,,,,,,False,,,
eyebrows,,,,,eyebrows,NNS,,NOUN,,,,,,False,,,
professed,,,,,professed,,,VERB,,,,,,False,,,
number 100,number 100,CARDINAL,70769.0,70779.0,,,,,,,,,,False,,,
gained,,,,,,,,,,,,,,False,,,
repercussions,,,,,repercussions,NNS,,NOUN,,,,,,False,,,
"plasma-lyte-a
resuscitate","Plasma-Lyte-A
Resuscitate",ORG,10944.0,10969.0,,,,,,,,,,False,,,
"tactical combat casualty care-all combatants guidelines
guidelines","Tactical Combat Casualty Care-All Combatants Guidelines
Guidelines",ORG,83482.0,83548.0,,,,,,,,,,False,,,
hypothermia research: should,Hypothermia Research: Should,ORG,21719.0,21747.0,,,,,,,,,,False,,,
"55,500",,,,,"55,500",CD,CARDINAL,NUM,,,,,,False,,,
defenses,,,,,,,,,,,,,,False,,,
every,,,,,,DT,,,,,,,,False,,,
bisacodyl,,,,,Bisacodyl,NNP,ORG,PROPN,,,,,,False,,,
2004;351(1):13–22,,,,,2004;351(1):13–22,NNP,TIME,PROPN,,,,,,False,,,
across,,,,,,,,,,,,,,False,,,
vividly,,,,,vividly,RB,,ADV,,,,,,False,,,
transcription,,,,,transcription,NN,CARDINAL,NOUN,,,,,,False,,,
cp,,,,,,,,,CP,I-ORG,0.4507759511470794,1268.0,1279.0,False,,,
mongan,,,,,Mongan,NNP,GPE,PROPN,,,,,,False,,,
ulcers,,,,,ulcers,NNS,,NOUN,,,,,,False,,,
rewarm,,,,,rewarm,VB,,VERB,,,,,,False,,,
adams,,,,,Adams,NNP,,PROPN,,,,,,False,,,
bmc med educ,BMC Med Educ,ORG,34122.0,34134.0,,,,,,,,,,False,,,
electro,,,,,electro,NN,,NOUN,,,,,,False,,,
condoms,,,,,,NNS,,NOUN,,,,,,False,,,
15–34,,,,,15–34,CD,CARDINAL,NUM,,,,,,False,,,
neuroreport,,,,,Neuroreport,NN,,NOUN,,,,,,False,,,
403,,,,,403,CD,,NUM,,,,,,False,,,
break,,,,,break,,,,,,,,,False,,,
ems/recommendations-for-criteria,EMS/Recommendations-for-Criteria,ORG,82682.0,82714.0,,,,,,,,,,False,,,
offices,,,,,,,,,,,,,,False,,,
justly,,,,,justly,RB,,ADV,,,,,,False,,,
"j.o. chapin
research heroic","J.O. Chapin
Research Heroic",ORG,1565.0,1592.0,,,,,,,,,,False,,,
hydromorphone,,,,,Hydromorphone,NNP,,PROPN,,,,,,False,,,
16-8,16-8,CARDINAL,107512.0,107516.0,,,,,,,,,,False,,,
forge,,,,,,,,,,,,,,False,,,
correctly,,,,,,RB,,ADV,,,,,,False,,,
mourelo fariña m,Mourelo Fariña M,ORG,48525.0,48541.0,,,,,,,,,,False,,,
invader troop 731,Invader Troop 731,ORG,155818.0,155835.0,,,,,,,,,,False,,,
samaritan,,,,,samaritan,JJ,,ADJ,,,,,,False,,,
pub l 99-661,Pub L 99-661,ORG,60377.0,60389.0,,,,,,,,,,False,,,
atn.army.mil,,,,,atn.army.mil,CD,,NUM,,,,,,False,,,
2002;8(2):225,,,,,2002;8(2):225,CD,CARDINAL,NUM,,,,,,False,,,
stuttgart,,,,,Stuttgart,NNP,GPE,PROPN,,,,,,False,,,
1982;66(4):413–431,,,,,1982;66(4):413–431,CD,TIME,NUM,,,,,,False,,,
behavioral biology,Behavioral Biology,ORG,185373.0,185391.0,,,,,,,,,,False,,,
bwc,,,,,BWC,NNP,,PROPN,,,,,,False,,,
202–207,,,,,202–207,CD,CARDINAL,NUM,,,,,,False,,,
enters,,,,,,,,,,,,,,False,,,
protocols,,,,,,,,,,,,,,False,,,
obstruction,,,,,,,,,,,,,,False,,,
group techniques for program planning: a guide to nominal group,Group Techniques for Program Planning: A Guide to Nominal Group,ORG,88083.0,88146.0,,,,,,,,,,False,,,
fluorescent,,,,,fluorescent,JJ,,ADJ,,,,,,False,,,
han jonas,Han Jonas,ORG,77685.0,77694.0,,,,,,,,,,False,,,
ally,,,,,ally,,,,,,,,,False,,,
seguin,,,,,SEGUIN,NNP,ORG,PROPN,,,,,,False,,,
remotely,,,,,remotely,RB,,ADV,,,,,,False,,,
healthier,,,,,healthier,JJR,,ADJ,,,,,,False,,,
"the
department for aviation medicine","the
Department for Aviation Medicine",ORG,117081.0,117117.0,,,,,,,,,,False,,,
theor,,,,,Theor,NNP,ORG,PROPN,,,,,,False,,,
doyle,,,,,Doyle,NNP,GPE,PROPN,,,,,,False,,,
"defense humanitarian assistance conference, office of humanitarian assistance, office","Defense Humanitarian Assistance Conference, Office of Humanitarian Assistance, Office",ORG,135397.0,135482.0,,,,,,,,,,False,,,
agreement,,,,,,,,,,,,,,False,,,
cidence,,,,,cidence,NN,,NOUN,,,,,,False,,,
158,,,,,158,CD,,NUM,,,,,,False,,,
grievance,,,,,grievance,NN,,NOUN,,,,,,False,,,
merlin,,,,,Merlin,NNP,ORG,PROPN,,,,,,False,,,
"
 


",,,,,"
 


",UNDERSCORE_SP,,SPACE,,,,,,False,,,
contentment,,,,,contentment,NN,,NOUN,,,,,,False,,,
thoracostomy,,,,,thoracostomy,NN,,NOUN,,,,,,False,,,
war18,,,,,War18,NNP,,PROPN,,,,,,False,,,
the bacteriological unit is still alive,The Bacteriological Unit Is Still Alive,ORG,150894.0,150933.0,,,,,,,,,,False,,,
2010;175(8s):65–72,,,,,2010;175(8S):65–72,CD,CARDINAL,NUM,,,,,,False,,,
https://www.afpc.af.mil/portals/70/documents/06_career%20management/03,,,,,https://www.afpc.af.mil/Portals/70/documents/06_CAREER%20MANAGEMENT/03,NNP,GPE,PROPN,,,,,,False,,,
3-30,3-30,CARDINAL,293558.0,293562.0,,,,,,,,,,False,,,
the drug of war”—a,The Drug of War”—a,WORK_OF_ART,103658.0,103676.0,,,,,,,,,,False,,,
•casualty,,,,,•Casualty,NNP,,PROPN,,,,,,False,,,
participates,,,,,,,,,,,,,,False,,,
pointless,,,,,pointless,JJ,,ADJ,,,,,,False,,,
mmpi,,,,,MMPI,NNP,ORG,PROPN,,,,,,False,,,
antiplatelet,,,,,Antiplatelet,NNP,,PROPN,,,,,,False,,,
15(chaps13–15,,,,,15(Chaps13–15,LS,,X,,,,,,False,,,
fuzzy,,,,,fuzzy,JJ,,ADJ,,,,,,False,,,
combs,,,,,COMBS,NNP,,PROPN,,,,,,False,,,
annum,,,,,annum,NN,,NOUN,,,,,,False,,,
2.5 to 5 cm,2.5 to 5 cm,QUANTITY,38768.0,38779.0,,,,,,,,,,False,,,
cleanliness,,,,,,,,,,,,,,False,,,
vanquish,,,,,vanquish,VB,,VERB,,,,,,False,,,
india,,,,,India,NNP,GPE,PROPN,,,,,,False,,,
https://treaties.un.org/doc/publication/unts/volume,,,,,https://treaties.un.org/doc/publication/unts/volume,NN,,NOUN,,,,,,False,,,
article 19,article 19,LAW,50651.0,50661.0,,,,,,,,,,False,,,
immobilized,,,,,immobilized,VBD,,VERB,,,,,,False,,,
vitamin c,Vitamin C,ORG,3845.0,3854.0,,,,,,,,,,False,,,
innovative,,,,,,,,,,,,,,False,,,
20 kg,20 kg,QUANTITY,142852.0,142857.0,,,,,,,,,,False,,,
militia,,,,,,,,,,,,,,False,,,
oman,,,,,Oman,NNP,ORG,PROPN,,,,,,False,,,
fourth,,,,,,,,,,,,,,False,,,
tactical combat casualty care-military personnel tactical field care no. 1,Tactical Combat Casualty Care-Military Personnel Tactical Field Care No. 1,ORG,139361.0,139435.0,,,,,,,,,,False,,,
grants,,,,,,,,,,,,,,False,,,
1990;322(8):546–549,,,,,1990;322(8):546–549,NNP,,PROPN,,,,,,False,,,
invest,,,,,invest,,,VERB,,,,,,False,,,
ultrarightist,,,,,ultrarightist,NN,,NOUN,,,,,,False,,,
familiy,,,,,Familiy,NNP,ORG,PROPN,,,,,,False,,,
trips,,,,,trips,NNS,,NOUN,,,,,,False,,,
"the 
us army","The 
US Army",ORG,56048.0,56060.0,,,,,,,,,,False,,,
trinitrotoluene,,,,,trinitrotoluene,NN,,NOUN,,,,,,False,,,
approximately,,,,,,RB,,ADV,,,,,,False,,,
frontispiece,,,,,,,,,,,,,,False,,,
neurovestibular,,,,,,,,,,,,,,False,,,
insufficient,,,,,,,,,,,,,,False,,,
”1(p33,,,,,”1(p33,XX,,X,,,,,,False,,,
dodson,,,,,Dodson,NNP,,PROPN,,,,,,False,,,
infringements,,,,,infringements,NNS,,NOUN,,,,,,False,,,
2006;29:489–500,,,,,2006;29:489–500,CD,CARDINAL,NUM,,,,,,False,,,
guttentag,,,,,Guttentag,,,,,,,,,False,,,
countering,,,,,,VBG,,VERB,,,,,,False,,,
sounds,,,,,sounds,,,,,,,,,False,,,
bile,,,,,bile,NN,,NOUN,,,,,,False,,,
massacres,,,,,massacres,NNS,,NOUN,,,,,,False,,,
• us navy,• US Navy,ORG,59540.0,59549.0,,,,,,,,,,False,,,
smooth,,,,,smooth,,,,,,,,,False,,,
†endurance,,,,,†Endurance,NN,,NOUN,,,,,,False,,,
remain,,,,,remain,,,VERB,,,,,,False,,,
smith k. a,Smith K. A,ORG,24807.0,24817.0,,,,,,,,,,False,,,
headquarters air force medical operations agency,Headquarters Air Force Medical Operations Agency,ORG,77374.0,77422.0,,,,,,,,,,False,,,
stacy,,,,,Stacy,NNP,,PROPN,,,,,,False,,,
hyperthermia,,,,,,,,,,,,,,False,,,
"article 5
1","Article 5
1",LAW,81680.0,81691.0,,,,,,,,,,False,,,
idle,,,,,idle,JJ,,ADJ,,,,,,False,,,
morbis,,,,,Morbis,NNP,ORG,PROPN,,,,,,False,,,
portugal,,,,,Portugal,NNP,GPE,PROPN,,,,,,False,,,
paramedics20,,,,,paramedics20,NN,ORG,NOUN,,,,,,False,,,
discrepancies,,,,,discrepancies,NNS,,NOUN,,,,,,False,,,
honduras,,,,,,,,,,,,,,False,,,
hurting,,,,,hurting,VBG,,VERB,,,,,,False,,,
the us army medical materiel agency,The US Army Medical Materiel Agency,ORG,9629.0,9664.0,,,,,,,,,,False,,,
sorties,,,,,sorties,NNS,,NOUN,,,,,,False,,,
p2v2,,,,,P2V2,NNP,,PROPN,,,,,,False,,,
sulfide,,,,,sulfide,NN,ORG,NOUN,,,,,,False,,,
...................................................................................,,,,,...................................................................................,NFP,,PUNCT,,,,,,False,,,
promulgating,,,,,promulgating,VBG,,VERB,,,,,,False,,,
unwillingness,,,,,unwillingness,NN,,NOUN,,,,,,False,,,
bbc news health section,BBC News Health Section,ORG,87983.0,88006.0,,,,,,,,,,False,,,
nonproductive,,,,,nonproductive,JJ,,ADJ,,,,,,False,,,
affiliate,,,,,affiliate,NN,,NOUN,,,,,,False,,,
national disaster medical system,National Disaster Medical System,ORG,99773.0,99805.0,,,,,,,,,,False,,,
2009;36:351–373,,,,,2009;36:351–373,LS,CARDINAL,X,,,,,,False,,,
the world,The World,WORK_OF_ART,38061.0,38070.0,,,,,,,,,,False,,,
subcontractor,,,,,subcontractor,NN,,NOUN,,,,,,False,,,
136,,,,,136,CD,CARDINAL,NUM,,,,,,False,,,
pdf?ua=1,,,,,pdf?ua=1,ADD,,X,,,,,,False,,,
1 ton,1 ton,QUANTITY,87697.0,87702.0,,,,,,,,,,False,,,
interosseous,,,,,interosseous,JJ,,ADJ,,,,,,False,,,
injuries,,,,,,,,,,,,,,False,,,
aseptic,,,,,aseptic,JJ,,ADJ,,,,,,False,,,
lens,,,,,lens,NN,,NOUN,,,,,,False,,,
mcpp,,,,,MCPP,NNP,ORG,PROPN,,,,,,False,,,
stanley,,,,,,NNP,ORG,PROPN,,,,,,False,,,
legend,,,,,,,,,,,,,,False,,,
scheppan,,,,,Scheppan,NNP,GPE,PROPN,,,,,,False,,,
sustains,,,,,sustains,VBZ,,VERB,,,,,,False,,,
paying,,,,,,VBG,,VERB,,,,,,False,,,
article 102,Article 102,LAW,642548.0,642559.0,,,,,,,,,,False,,,
sct,,,,,SCt,NNP,,PROPN,,,,,,False,,,
participating,,,,,,,,,,,,,,False,,,
robinson jb,ROBINSON JB,GPE,80135.0,80146.0,,,,,,,,,,False,,,
frightening,,,,,frightening,JJ,,ADJ,,,,,,False,,,
2014;134:85s–93s.,,,,,2014;134:85S–93S.,NNP,,PROPN,,,,,,False,,,
personification,,,,,personification,NN,,NOUN,,,,,,False,,,
pads,,,,,pads,VBZ,,VERB,,,,,,False,,,
comprised,,,,,comprised,VBN,,VERB,,,,,,False,,,
-pco2,,,,,-PCO2,NFP,,PUNCT,,,,,,False,,,
257,,,,,257,CD,CARDINAL,NUM,,,,,,False,,,
purify,,,,,purify,VB,,VERB,,,,,,False,,,
cortisol,,,,,cortisol,NN,,NOUN,,,,,,False,,,
unattainable,,,,,unattainable,JJ,,ADJ,,,,,,False,,,
detachment/1st,,,,,Detachment/1st,NNP,,PROPN,,,,,,False,,,
5–12,,,,,5–12,NNP,CARDINAL,PROPN,,,,,,False,,,
congress on military medical activities,Congress on Military Medical Activities,ORG,135227.0,135266.0,,,,,,,,,,False,,,
glomerular,,,,,glomerular,JJ,,ADJ,,,,,,False,,,
moles,,,,,Moles,NNP,,PROPN,,,,,,False,,,
plain dealer,Plain Dealer,ORG,153374.0,153386.0,,,,,,,,,,False,,,
avenue,,,,,Avenue,NNP,,PROPN,,,,,,False,,,
102(e,,,,,102(e,CD,,NUM,,,,,,False,,,
abnormally,,,,,abnormally,RB,,ADV,,,,,,False,,,
immensely,,,,,immensely,RB,,ADV,,,,,,False,,,
archbishop,,,,,Archbishop,NNP,,PROPN,,,,,,False,,,
2):74–89,,,,,2):74–89,CD,,NUM,,,,,,False,,,
"49(pp50–60,72–74",,,,,"49(pp50–60,72–74",LS,,X,,,,,,False,,,
consitutute,,,,,consitutute,VBP,,VERB,,,,,,False,,,
amended,,,,,,,,,,,,,,False,,,
medical research,Medical Research,ORG,1193.0,1209.0,,,,,,,,,,False,,,
"the institutes of 
medicine","the Institutes of 
Medicine",GPE,51573.0,51600.0,,,,,,,,,,False,,,
truths,,,,,,,,,,,,,,False,,,
61-67,61-67,CARDINAL,451977.0,451982.0,,,,,,,,,,False,,,
doubtful,,,,,doubtful,JJ,,ADJ,,,,,,False,,,
"69,72–75",,,,,"69,72–75",NNP,CARDINAL,PROPN,,,,,,False,,,
15(pp77–78,,,,,15(pp77–78,LS,CARDINAL,X,,,,,,False,,,
1):s23,,,,,1):S23,NNP,,PROPN,,,,,,False,,,
historiography,,,,,Historiography,NNP,ORG,PROPN,,,,,,False,,,
geared,,,,,geared,VBN,,VERB,,,,,,False,,,
hodgetts,,,,,Hodgetts,NNP,ORG,PROPN,,,,,,False,,,
death of internees,Death of Internees,WORK_OF_ART,484602.0,484620.0,,,,,,,,,,False,,,
crewe,,,,,Crewe,NNP,GPE,PROPN,,,,,,False,,,
6-40,6-40,CARDINAL,528500.0,528504.0,,,,,,,,,,False,,,
bachman,,,,,Bachman,NNP,GPE,PROPN,,,,,,False,,,
"the federal policy for protection of
human subjects","The Federal Policy for Protection of
Human Subjects",WORK_OF_ART,48533.0,48584.0,,,,,,,,,,False,,,
us department,US Department,ORG,,,,,,,,,,,,False,,,
architect,,,,,architect,NN,,NOUN,,,,,,False,,,
"130,000",,,,,"130,000",CD,CARDINAL,NUM,,,,,,False,,,
americas defense monitor,Americas Defense Monitor,ORG,72374.0,72398.0,,,,,,,,,,False,,,
2013;178(11):1164–1182,,,,,2013;178(11):1164–1182,CD,CARDINAL,NUM,,,,,,False,,,
3i,,,,,3i,NNS,CARDINAL,NOUN,,,,,,False,,,
university of texas health,University of Texas Health,ORG,735.0,761.0,,,,,,,,,,False,,,
assimilate,,,,,assimilate,VB,,VERB,,,,,,False,,,
fanatically,,,,,fanatically,RB,,ADV,,,,,,False,,,
2012;10(1,,,,,2012;10(1,CD,CARDINAL,NUM,,,,,,False,,,
staffed,,,,,staffed,,,VERB,,,,,,False,,,
"m/18,000",,,,,"m/18,000",NNP,,PROPN,,,,,,False,,,
"health, department of health and human services","Health, Department of Health and Human Services",ORG,142506.0,142553.0,,,,,,,,,,False,,,
footpaths,,,,,footpaths,NNS,,NOUN,,,,,,False,,,
pentagon force protection agency,Pentagon Force Protection Agency,ORG,22534.0,22566.0,,,,,,,,,,False,,,
allegheny,,,,,Allegheny,NNP,GPE,PROPN,,,,,,False,,,
cyber,,,,,,,,,,,,,,False,,,
north carolina,North Carolina,GPE,,,,,,,,,,,,False,,,
castriotta,,,,,Castriotta,NNP,,PROPN,,,,,,False,,,
tcas,,,,,TCAs,NNS,,NOUN,,,,,,False,,,
communion,,,,,communion,NN,,NOUN,,,,,,False,,,
fellowship,,,,,,,,,,,,,,False,,,
posited,,,,,posited,VBN,,VERB,,,,,,False,,,
allied nations,Allied nations,ORG,118359.0,118373.0,,,,,,,,,,False,,,
ussofigure,,,,,USSOFigure,NNP,,PROPN,,,,,,False,,,
shuttles,,,,,shuttles,NNS,,NOUN,,,,,,False,,,
communicate,,,,,,,,,,,,,,False,,,
anxious,,,,,,JJ,,ADJ,,,,,,False,,,
separate,,,,,,,,,,,,,,False,,,
"bioethicsline
the national reference center for bioethics literature","Bioethicsline
The National Reference Center for Bioethics Literature",ORG,73412.0,73480.0,,,,,,,,,,False,,,
delay,,,,,delay,,,,,,,,,False,,,
headache,,,,,,,,,,,,,,False,,,
inadequately,,,,,,RB,,ADV,,,,,,False,,,
bs‡,,,,,BS‡,NNPS,,PROPN,,,,,,False,,,
concession,,,,,concession,NN,,NOUN,,,,,,False,,,
admittedly,,,,,,RB,,ADV,,,,,,False,,,
actuality,,,,,actuality,NN,,NOUN,,,,,,False,,,
subtleties,,,,,subtleties,NNS,,NOUN,,,,,,False,,,
0%,0%,PERCENT,,,,,,,,,,,,False,,,
• working,• Working,ORG,36416.0,36425.0,,,,,,,,,,False,,,
devised,,,,,devised,VBN,,VERB,,,,,,False,,,
portals/59,,,,,Portals/59,NNP,ORG,PROPN,,,,,,False,,,
uglier,,,,,uglier,JJR,,ADJ,,,,,,False,,,
adopting,,,,,,VBG,,VERB,,,,,,False,,,
collided,,,,,collided,VBD,,VERB,,,,,,False,,,
vegetative,,,,,vegetative,JJ,,ADJ,,,,,,False,,,
"psychological well-being
spouses","Psychological Well-Being
spouses",WORK_OF_ART,24135.0,24167.0,,,,,,,,,,False,,,
− manage,− Manage,ORG,94277.0,94285.0,,,,,,,,,,False,,,
internalized,,,,,internalized,VBN,,VERB,,,,,,False,,,
customer,,,,,customer,NN,,NOUN,,,,,,False,,,
december1997:16–21,,,,,December1997:16–21,NNP,,PROPN,,,,,,False,,,
approximately 30%,approximately 30%,PERCENT,101058.0,101075.0,,,,,,,,,,False,,,
transmissions,,,,,transmissions,NNS,,NOUN,,,,,,False,,,
